name,host,time,value
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:13:46+00:00,27.99157307
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:13:49+00:00,28.00669972
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:13:52+00:00,28.01728838
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:13:55+00:00,28.02470044
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:13:58+00:00,28.02988888
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:14:01+00:00,28.03352079
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:14:04+00:00,28.03606312
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:14:07+00:00,28.03784276
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:14:10+00:00,28.0390885
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:14:13+00:00,28.03996052
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:14:16+00:00,28.04057094
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:14:19+00:00,28.04099823
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:14:22+00:00,28.04129733
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:14:25+00:00,28.0415067
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:14:28+00:00,28.04165326
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:14:31+00:00,28.04175586
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:14:34+00:00,28.04182767
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:14:37+00:00,28.04187794
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:14:40+00:00,28.04191313
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:14:43+00:00,28.04193776
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:14:46+00:00,28.04195501
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:14:49+00:00,28.04196708
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:14:52+00:00,28.04197553
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:14:55+00:00,28.04198144
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:14:58+00:00,28.04198558
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:15:01+00:00,28.04198848
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:15:04+00:00,28.04199051
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:15:07+00:00,28.04199193
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:15:10+00:00,28.04199292
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:15:13+00:00,28.04199362
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:15:16+00:00,28.0419941
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:15:19+00:00,28.04199444
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:15:22+00:00,28.04199468
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:15:25+00:00,28.04199485
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:19:01+00:00,18.86699524
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:19:04+00:00,19.10699524
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:19:07+00:00,19.27499524
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:19:10+00:00,19.39259524
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:19:13+00:00,19.47491524
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:19:16+00:00,19.53253924
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:19:19+00:00,19.68162604
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:19:22+00:00,19.7859868
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:19:25+00:00,19.87403933
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:19:28+00:00,19.9356761
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:19:31+00:00,20.21882184
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:19:34+00:00,20.41702386
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:19:37+00:00,20.55576528
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:19:40+00:00,20.65288426
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:19:43+00:00,20.81461756
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:19:46+00:00,20.92783086
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:19:49+00:00,21.00708018
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:19:52+00:00,21.06255469
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:19:55+00:00,21.10138686
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:19:58+00:00,21.12856937
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:20:01+00:00,21.14759713
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:20:04+00:00,21.16091656
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:20:07+00:00,21.17024017
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:20:10+00:00,21.17676669
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:20:13+00:00,21.18133525
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:20:16+00:00,21.18453325
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:20:19+00:00,21.18677185
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:20:22+00:00,21.18833886
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:20:25+00:00,21.18943578
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:20:28+00:00,21.19020362
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:20:31+00:00,21.1907411
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:20:34+00:00,21.19111734
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:20:37+00:00,21.19138071
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:20:40+00:00,21.19156507
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:20:43+00:00,21.19169412
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:20:46+00:00,21.19178446
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:20:49+00:00,21.19184769
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:20:52+00:00,21.19189196
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:20:55+00:00,21.19192294
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:20:58+00:00,21.19194463
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:21:01+00:00,21.28195981
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:21:04+00:00,21.34497044
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:21:07+00:00,21.38907788
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:21:10+00:00,21.41995309
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:21:13+00:00,21.44156573
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:21:16+00:00,21.45669459
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:21:19+00:00,21.46728478
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:21:22+00:00,21.47469792
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:21:25+00:00,21.47988711
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:21:28+00:00,21.48351955
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:21:31+00:00,21.57606226
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:21:34+00:00,21.64084215
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:21:37+00:00,21.68618808
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:21:40+00:00,21.71793023
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:21:43+00:00,21.74014973
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:21:46+00:00,21.75570338
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:21:49+00:00,21.76659094
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:21:52+00:00,21.77421223
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:21:55+00:00,21.77954713
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:21:58+00:00,21.78328156
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:22:01+00:00,21.78589567
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:22:04+00:00,21.78772554
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:22:07+00:00,21.78900645
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:22:10+00:00,21.78990309
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:22:13+00:00,21.79053073
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:22:16+00:00,21.79097008
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:22:19+00:00,21.79127763
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:22:22+00:00,21.79149291
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:22:25+00:00,21.79164361
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:22:28+00:00,21.7917491
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:22:31+00:00,21.88182294
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:22:34+00:00,21.94487463
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:22:37+00:00,21.98901081
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:22:40+00:00,22.01990614
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:22:43+00:00,22.04153287
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:22:46+00:00,22.05667158
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:22:49+00:00,22.06726868
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:22:52+00:00,22.07468665
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:22:55+00:00,22.07987922
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:22:58+00:00,22.17351403
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:23:01+00:00,22.23905839
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:23:04+00:00,22.28493945
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:23:07+00:00,22.31705618
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:23:10+00:00,22.3395379
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:23:13+00:00,22.3552751
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:23:16+00:00,22.36629114
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:23:19+00:00,22.37400237
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:23:22+00:00,22.46940023
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:23:25+00:00,22.53617873
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:23:28+00:00,22.58292369
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:23:31+00:00,22.61564515
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:23:34+00:00,22.72855018
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:23:37+00:00,22.8075837
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:23:40+00:00,22.86290716
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:23:43+00:00,22.99163358
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:23:46+00:00,23.08174208
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:23:49+00:00,23.14481803
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:23:52+00:00,23.18897119
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:23:55+00:00,23.21987841
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:23:58+00:00,23.24151346
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:24:01+00:00,23.25665799
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:24:04+00:00,23.26725917
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:24:07+00:00,23.27467999
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:24:10+00:00,23.27987456
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:24:13+00:00,23.28351077
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:24:16+00:00,23.28605611
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:24:19+00:00,23.28783785
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:24:22+00:00,23.28908506
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:24:25+00:00,23.28995812
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:24:28+00:00,23.29056925
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:24:31+00:00,23.29099705
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:24:34+00:00,23.29129651
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:24:37+00:00,23.29150613
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:24:40+00:00,23.29165286
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:24:43+00:00,23.29175557
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:24:46+00:00,23.29182747
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:24:49+00:00,23.2918778
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:24:52+00:00,23.29191303
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:24:55+00:00,23.2919377
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:24:58+00:00,23.29195496
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:25:01+00:00,23.29196704
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:25:04+00:00,23.2919755
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:25:07+00:00,23.29198142
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:25:10+00:00,23.29198557
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:25:13+00:00,23.29198847
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:25:16+00:00,23.3069905
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:25:19+00:00,23.40749192
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:25:22+00:00,23.47784292
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:25:25+00:00,23.52708861
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:25:28+00:00,23.5615606
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:25:31+00:00,23.58569099
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:25:34+00:00,23.60258227
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:25:37+00:00,23.61440616
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:25:40+00:00,23.62268288
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:25:43+00:00,23.62847659
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:25:46+00:00,23.63253218
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:25:49+00:00,23.6353711
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:25:52+00:00,23.63735834
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:25:55+00:00,23.63874941
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:25:58+00:00,23.63972316
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:26:01+00:00,23.64040478
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:26:04+00:00,23.64088192
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:26:07+00:00,23.64121592
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:26:10+00:00,23.64144971
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:26:13+00:00,23.64161337
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:26:16+00:00,26.64172793
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:26:19+00:00,28.74180812
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:26:22+00:00,30.21186426
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:26:25+00:00,31.24090355
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:26:28+00:00,31.96123106
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:26:31+00:00,32.46546031
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:26:34+00:00,29.81842079
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:26:37+00:00,27.96549313
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:26:40+00:00,26.66844376
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:26:43+00:00,25.7605092
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:26:46+00:00,25.12495501
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:26:49+00:00,24.68006708
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:26:52+00:00,24.36864553
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:26:55+00:00,24.15065044
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:26:58+00:00,23.99805388
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:27:01+00:00,23.89123629
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:27:04+00:00,23.90646397
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:27:07+00:00,23.91712335
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:27:10+00:00,23.92458492
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:27:13+00:00,23.92980802
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:27:16+00:00,23.93346418
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:27:19+00:00,23.9360235
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:27:22+00:00,23.93781502
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:27:25+00:00,23.93906909
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:27:28+00:00,23.93994693
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:27:31+00:00,23.94056142
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:27:34+00:00,23.94099157
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:27:37+00:00,23.94129267
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:27:40+00:00,23.94150344
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:27:43+00:00,23.94165098
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:27:46+00:00,23.94175426
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:27:49+00:00,23.94182655
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:27:52+00:00,23.94187716
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:27:55+00:00,23.94191258
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:27:58+00:00,23.94193738
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:28:01+00:00,23.94195474
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:28:04+00:00,23.94196689
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:28:07+00:00,23.94197539
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:28:10+00:00,23.94198135
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:28:13+00:00,23.94198551
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:28:16+00:00,23.94198843
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:28:19+00:00,23.94199047
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:28:22+00:00,23.9419919
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:28:25+00:00,23.9419929
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:28:28+00:00,23.9419936
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:28:31+00:00,23.9419941
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:28:34+00:00,23.94199444
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:28:37+00:00,23.94199468
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:28:40+00:00,23.94199485
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:28:43+00:00,23.94199496
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:28:46+00:00,24.03199505
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:28:49+00:00,24.0949951
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:28:52+00:00,24.13909515
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:28:55+00:00,24.16996517
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:28:58+00:00,24.19157419
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:29:01+00:00,24.20670051
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:29:04+00:00,24.21728893
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:29:07+00:00,24.22470082
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:29:10+00:00,24.22988915
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:29:13+00:00,24.23352097
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:29:16+00:00,24.23606325
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:29:19+00:00,24.23784285
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:29:22+00:00,24.23908857
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:29:25+00:00,24.23996057
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:29:28+00:00,24.24057097
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:29:31+00:00,24.24099825
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:29:34+00:00,24.24129735
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:29:37+00:00,24.24150671
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:29:40+00:00,24.24165327
storage_service_cpu_usage_percentage,localhost:1080,2025-08-14T13:29:43+00:00,24.24175586
